Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79
CDMD2015	14.79710145	19.11111111	22.29787234	27.44303797	48.32978723	44.36781609	166.9083333	114.9508197	125.4769231	80.93157895	36.07103825	20.97368421	98.92561983	85.70873786	28.08256881	44.5359116	61.25988701	28.24	29.97752809	23.19753086	26.57142857	76.98639456	18.19626168	31.8173913	48.84076433	15.34883721	56.1576087	13.84558824	94.78145695	55.66257669	32.20535714	73.97714286	43.71974522	74.19767442	32.87292818	35.09230769	80.48837209	47.77419355	21.47482014	18.14285714	35.9076087	48.58673469	70.55747126	15.82550336	13.8079096	18.71812081	18.81456954	10.12299465	31.19417476	67.9	36.1025641	0	0	0	23.71204188	46.63218391	76.43037975	8.368852459	42.42592593	58.55405405	27.3375	17.37096774	64.26984127	41.36842105	40.26108374	56.54022989	63.03773585	87.18452381	29.9380531	38.88405797	27.975	65.82089552	37.85074627	30.375	44.74285714	88.456	77.5106383	47.09090909	0
CDMD2016	40.15217391	130.3333333	58.86170213	162.0126582	95.62765957	105.3333333	115.7666667	70.29508197	60.67692308	74.95789474	47.12568306	166.3421053	122.2066116	80.10679612	124.4587156	81.54696133	50.82485876	89.976	91.94382022	120.7242798	100.8406593	72.86394558	96.96261682	113.2869565	38.7133758	93.90116279	50.89673913	81.89705882	76.58278146	103.398773	111.5446429	127.4857143	120.6178344	120.4011628	121.9779006	142.4153846	104.6860465	104.8629032	162.5107914	105.5194805	36.4076087	60.57142857	50.33333333	150.1208054	0	4.604026846	0	0	0	0	68.70512821	142.8067227	98.91079812	141.0705128	121.1832461	88.13793103	63.85443038	66.12295082	83.77407407	101.5202703	114.7	99.87096774	129.4126984	100.4078947	115.1674877	90.32183908	69.05660377	45.58333333	157.3893805	93.19565217	100.125	57.82089552	119.1044776	91.33125	62.40816327	55.368	56.24468085	118.6666667	4.450443787
CDMD2017	7.050724638	58.47619048	70.79787234	38.91139241	120.9255319	105.0574713	72.275	115.2622951	19.66153846	118.4789474	115.3770492	64.90131579	49.65289256	56.45631068	129.853211	101.3038674	60.0960452	66.904	16.56179775	60.01646091	63.63736264	73.96598639	49.37383178	95.57391304	19.1910828	129.6395349	97.01086957	140.1838235	66.14569536	57.24539877	70.76785714	116.0514286	113.866242	139.5697674	68.06077348	116.1230769	75.52906977	62.56451613	88.95683453	100.6948052	42.63586957	65.96938776	53.64367816	38.61073826	96.0960452	68.39597315	132.0529801	0	0	0	95.31623932	118.3529412	50.17370892	82.76923077	42.34554974	69.04597701	45.74683544	47.7295082	54.72222222	72.98648649	30.0625	25.16129032	20.33333333	87.10526316	76.73891626	32.14942529	86.29559748	57.82738095	67.47787611	104.1594203	46.375	66.7761194	38.74626866	29.2625	47.03265306	61.408	54.28723404	56.48484848	4.464127219
CDMD2019	11.06521739	38.71428571	43.31914894	32.05063291	93.81914894	83.50574713	50.90833333	0	0	83.31578947	78.23497268	36.11184211	43.37190083	36.36893204	77.6146789	71.74033149	39.09039548	44.744	22.62921348	51.40740741	49.98901099	63.70068027	27.22897196	68.6173913	12.36942675	78.12209302	66.98369565	86.51470588	45.94701987	39.86503067	49.95535714	66.17142857	67.21656051	96.40116279	47.83425414	91.23846154	41.04651163	45.71774194	52.63309353	89.92857143	33.89130435	54.29081633	38.22413793	23.79865772	73	59.95973154	95.64238411	23.95187166	70.15533981	52.35454545	50.33760684	73.55462185	23.51643192	51.54487179	25.60732984	31.24137931	20.21518987	34.07377049	32.52962963	58.75675676	21.75	20.35483871	25.46031746	68.73684211	68.93596059	27.72413793	56.67295597	43.38095238	45.25663717	70.48550725	37.75	38.37313433	30.71641791	19.8125	35.59183673	38.344	19.05319149	33.6969697	3.910133136
CDMD2021	14.88043478	51.80952381	0	0	5.829787234	0	0	105.1092896	13.88461538	90.51578947	93.17486339	52.76315789	44.6446281	47.09708738	89.67889908	71.42541436	42.23728814	53.984	17.2247191	47.78600823	57.41208791	57.34013605	28.60747664	91.40869565	18.67515924	110.494186	65.5326087	117.7426471	61.31125828	49.09815951	46.6875	76.65714286	83.38216561	116.7848837	70.98895028	87.28461538	43.38953488	64.7016129	62.54676259	101.7012987	48.58152174	58.6377551	49.10344828	36.99328859	69.62711864	76	89.43046358	35.89304813	57.93203883	56.48181818	82.40598291	99.59663866	27.96244131	73.64102564	39.04188482	56.16666667	32.60759494	33.82786885	44.25555556	49.90540541	12.9875	23.29032258	28.0952381	56.80263158	46.2955665	22.85057471	59.36477987	40.97619048	77.89380531	83.98550725	35.125	38.76119403	47.73134328	16.2875	33.69387755	58.904	31.76595745	43.3030303	3.197485207
CDMD2022	11.32608696	51.36507937	0	0	0	0	0	97.42622951	21.43076923	112.7	91.52459016	48.59868421	52.94214876	44.81553398	82.02752294	99.00552486	55.96610169	63.776	22.96629213	49.48971193	50.47252747	47.34013605	53.32242991	73.25217391	14.91082803	107.9418605	72.27717391	116.4485294	46.46357616	53.63803681	50.49107143	73.64	97.19745223	125.4418605	49.5801105	108.1384615	59.5755814	44.7016129	84.15107914	105.2077922	45.7826087	56.66326531	56.40804598	33.11409396	56.86440678	73.79194631	97.0794702	38.97326203	76.24271845	65.25454545	55.53418803	98.84033613	40.11737089	80.30128205	42.7591623	47.28735632	34.6835443	36.59836066	51.22962963	51.31081081	17.0125	22.51612903	11	60.85526316	56.10344828	19.91954023	54.28301887	41.06547619	67.2920354	86.02898551	33.55	34.43283582	37.86567164	21.16875	42.66938776	44.528	47.9893617	53.3030303	3.491494083
CDMD2023	15.88043478	58.36507937	65.87234043	32.81012658	110.0319149	99.51149425	76.18333333	0	0	0	0	0	0	0	0	0	0	0	22.8988764	53.64609053	64.44505495	61.82993197	39.96728972	83.66086957	14.52229299	102.5639535	84.47282609	125.0441176	62.67549669	62.6809816	70.27678571	105.5828571	108.1210191	129	74.85082873	119.8461538	70.89534884	63.72580645	64.84172662	110.5454545	52.60869565	73.30612245	53.99425287	35.53691275	96.77966102	63.93959732	112.1258278	25.96791444	79.10679612	67.46363636	74.38461538	116.1932773	37.20657277	94.90384615	36.27748691	61.97126437	34.3164557	47.86885246	57.05555556	79.50675676	32.9	31.17741935	23.80952381	82.85526316	79.92118227	31.64367816	70.98113208	52.16666667	63.84955752	114.2608696	40.675	61.64179104	38.7761194	23.23125	54.35102041	64	55.08510638	52.33333333	4.74260355
CDMD2024	14.13043478	47.9047619	68.5212766	30.74683544	140.4361702	70.96551724	73.2	101.852459	23.22307692	102.5157895	98.43715847	45.26315789	45.1322314	41.16504854	92.62385321	100.1712707	43.48587571	77.728	16.69662921	57.781893	49.46153846	76.91156463	37.21962617	78.26086957	14.08917197	115.6337209	56.06521739	122.8529412	47.13245033	53.11042945	48.70535714	99.08571429	89.3566879	100.6976744	78.45303867	106.0461538	60.16860465	55.01612903	65.37410072	87.46103896	30.11413043	58.31122449	54.13218391	37.12080537	62.26553672	67.48322148	109.986755	38.88235294	98.45631068	63.8	75.6025641	116.7478992	37.01877934	73.24358974	28.67539267	49.81609195	29.49367089	50.7295082	53.71481481	52.23648649	25.1375	26.70967742	19.50793651	89.51315789	62.98029557	22.49425287	61.8490566	61.83928571	66.81415929	73.64492754	48.175	41.10447761	35.68656716	11.13125	38.21632653	52.896	41.76595745	49.90909091	4.110207101
CDMD2026	50.88043478	194.6666667	75.06382979	180.0506329	258	283.7873563	347.4083333	95.65027322	61.10769231	84.64210526	67.90163934	226.7236842	174.661157	94.6407767	142.6697248	82.71823204	71.94915254	96.456	131.8876404	156.255144	139.956044	100.0544218	115.8457944	125.4434783	41.27388535	98.93604651	60.03804348	126.5514706	136.6490066	143.0184049	160.5446429	144.5085714	175.089172	176.0872093	144.320442	167.6923077	125.5872093	134.1129032	175.4892086	135.3246753	51.32608696	93.44387755	86.05172414	137.1543624	147.1016949	197.557047	159.9801325	146.9251337	236.2135922	110.7818182	88.78205128	184.5882353	169.8450704	151.8846154	159.0209424	93.22413793	85.50632911	100.6065574	98.10740741	118.6756757	195.275	147.016129	157.4761905	130.5263158	141.2413793	133.2068966	102.9937107	44.89285714	176.7345133	125.5144928	153.8	82.47761194	152.238806	121.1375	97.54693878	93.64	59.9787234	178.5151515	5.308801775
CDMD2027	18.01086957	46.46031746	60.84042553	40.29113924	117.8404255	74.87356322	65.5	104.852459	25.84615385	105.1	92.2568306	49.08552632	48.23966942	38.90291262	82.46788991	80.98895028	38.33898305	62.888	17.01123596	48.96707819	58.54945055	72.61904762	41.1682243	91.62608696	14.59235669	116	64.53804348	122.4264706	63.60927152	49.2208589	56.39285714	93.78857143	98	123.0116279	62.68508287	112.8153846	46.79069767	52.0483871	67.89208633	99.78571429	33.38043478	58.56122449	60.31609195	41.3557047	71.26553672	67.5704698	77.29801325	34.2459893	76.11650485	68.88181818	59.55982906	90.92436975	27.20187793	73.01923077	31.64921466	40.64942529	28.43037975	28.83606557	41.88518519	72.75675676	26.0625	21.46774194	30.41269841	86.40789474	71.06896552	24.2183908	55.06289308	62.67857143	40.45132743	88.05797101	36.8	44.04477612	25.46268657	17.4125	33.73877551	57.616	29.89361702	61.90909091	4.350221893
CDMD2028	66.54347826	179.5555556	88.34042553	179.5696203	176.1276596	164.2643678	152.4	105.8907104	89.07692308	96.91052632	67.61748634	206.0855263	133.338843	147.7864078	178.3944954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.357142857	0	0	0	205.5838926	201.7344633	210.0536913	223.5695364	135.8342246	229.5533981	79.74545455	98.45299145	166.3613445	193.741784	179.8525641	140.6858639	126.1034483	70.77848101	99.33606557	121.4074074	155.6013514	186.4625	119.8064516	162.8095238	112.6578947	153.3497537	184.6321839	94.94339623	41.10714286	204.079646	125.7608696	161.625	85.59701493	168.5522388	124.65625	95.23673469	91.296	76.05319149	171.8484848	5.750369822
CDMD2029	17.72826087	56.88888889	57.44680851	31.64556962	162.8297872	80.57471264	72.34166667	102.5027322	31.73846154	113.4368421	93.89617486	53.54605263	47.04132231	25.68932039	112.0458716	102.2872928	54.36158192	77.192	12.64044944	53.19341564	65.08791209	69.08843537	50.59813084	82.13913043	19.36942675	95.51162791	83.63586957	117.8382353	66.72847682	57.17177914	72.38392857	98.12571429	109.5987261	140.9127907	79.75138122	120.8846154	53.51744186	77.57258065	63.46043165	86.96103896	43.77173913	74.8877551	60.7183908	58.06711409	0	0	0	0	0	0	0	3.714285714	47.28638498	79.12820513	40.30366492	59.47701149	38.13291139	37.26229508	47.08148148	76.31081081	26.6	27.53225806	48.04761905	76.30263158	65.60591133	22.74712644	91.83647799	65.82142857	60.69026549	91.25362319	48.375	49.7761194	29.82089552	24.56875	42.12244898	49.712	45.81914894	62.93939394	4.00591716
CDMD2031	9.22826087	50.93650794	51.41489362	30.39240506	133.1702128	96.7816092	57.18333333	100.3497268	15.94615385	99.39473684	113.8961749	78.65131579	46.12396694	43.95145631	107.3853211	79.48618785	51.98870056	68.328	10.43820225	55.23045267	59.06593407	61.88435374	48.88785047	112.9652174	19.28025478	110.4476744	66.6576087	116.8602941	61.08609272	49.23312883	49.89285714	97.41714286	99.05732484	123.4709302	96.26519337	112.1846154	50.74418605	67.87096774	92.11510791	108.7012987	41.93478261	74.62244898	65.45402299	34.87919463	75.02824859	77.31543624	98	0	0	0	70.06410256	105.8739496	32.11737089	84.1025641	42.77486911	57.93103448	22.55063291	48.81967213	46.72592593	52.91216216	12.825	23.5	14.63492063	99.35526316	69.67487685	35.7816092	55.99371069	48.61309524	65.4159292	89.05072464	35.45	51.7761194	33.37313433	15.9125	30.31020408	56.44	32.44680851	35.72727273	3.647559172
CDMD2035	5.90942029	51.55555556	43.89361702	34.07594937	136.6276596	73.94827586	45.60833333	94.15300546	28.1	91.48421053	74.84153005	39.22368421	36.07438017	19.42718447	76.31192661	80.11049724	47.28248588	55.224	16.96629213	57.02880658	44.73076923	62.91156463	27.25700935	80.84347826	16.12101911	77.04069767	61.13586957	86.55147059	42.94039735	41.96319018	35.17857143	77.16571429	81.98089172	0	0	0	0	0	0	0	0	0	0	33.09395973	68.75706215	61.7852349	84.29801325	24.28877005	65.26213592	44.36363636	55.26923077	89.55462185	33.10798122	68.05769231	20.92670157	38.88505747	31.62658228	37.68852459	36.44814815	37.06081081	21.2	21.5	19.6031746	65.14473684	59.3546798	9.816091954	48.44025157	51.35119048	37.46902655	86.7826087	41.95	38.2238806	26.65671642	19.73125	40.22040816	39.248	31.84042553	26.21212121	3.571745562
CDMD2039	62.73550725	151.3650794	75.77659574	146.3291139	88.28723404	102.4597701	150.7083333	69.2568306	39.13076923	72.82631579	45.16939891	182.6315789	140.9008264	129.9126214	148.6330275	78.64088398	54.10169492	71.608	118.7303371	125.5555556	117.6868132	89.82993197	116.2850467	108.5565217	31.14649682	103.5755814	42.76630435	125.6764706	106.1589404	126.6134969	117.1964286	133.5028571	157.0955414	145.1744186	108.5966851	164.7461538	92.88372093	122.8387097	162.8417266	149.3116883	46.22282609	76.29081633	66.22413793	164.2818792	130.5367232	0	0	113.1390374	211.7572816	66.22727273	74.27350427	165.7983193	137.3661972	146.6153846	111.5183246	97.86206897	84.79113924	84.63114754	83.69259259	107.0405405	142.75	77.46774194	127.5238095	102.0921053	142.7487685	117.5287356	103.6666667	44.97619048	182.0442478	109.2753623	127.125	83.49253731	140.7462687	99.54375	70.35918367	73.88	45.85106383	119.1212121	4.861686391
CDMD2043	101.4710145	302.4285714	116.8617021	228.2278481	160.7446809	192.1264368	235.35	108.4863388	99.71538462	127.6368421	105.9617486	272.6644737	206.1239669	201.3203883	293.4311927	130.1270718	80.57627119	129.848	144.7640449	221.1440329	193.3076923	135.3129252	204.728972	173.6782609	33.79617834	152.872093	88.58152174	209.3602941	156.5033113	155.2208589	223.4910714	222.4685714	214.3949045	225.1686047	212.8453039	209.5923077	160.6860465	180.9596774	246	162.1038961	70.78804348	117.2908163	86.33333333	248.4228188	0	0	3.635761589	0	3.72815534	0	0	0	181.4366197	208.5769231	150.5340314	137.408046	117.943038	118.6721311	121.9074074	167.4594595	246.925	175.4516129	215.5079365	140.0263158	180.7241379	209.0689655	130.5786164	64.58928571	253.079646	174.0507246	128.775	78.23880597	197.5820896	128.70625	89.48979592	102.232	69.23404255	159.4545455	7.657544379
CDMD2047	23.92391304	53.66666667	13.73404255	40.37974684	42.71276596	64.06321839	88.04166667	67.41530055	56.90769231	83.79473684	50.6557377	31.27631579	38.90909091	65.04854369	31.88073394	39.12707182	39.49152542	45.832	32.06741573	25.67901235	33.9010989	54.19727891	18.35046729	28.79130435	32.25477707	14.73837209	46.48913043	23.92647059	68.05960265	56.39877301	40.78571429	47.33714286	63.94904459	68.20348837	41.82872928	39.85384615	52.00581395	66.31451613	37.82014388	35.20779221	24.71195652	45.12244898	42.63218391	21.09395973	14.70621469	35	28.31125828	15.09090909	38.29126214	42.09090909	35.63675214	30.95798319	44.80751174	51.99358974	22.33507853	66.67816092	62.58227848	34.18852459	46.33333333	41.2027027	21.3625	20.56451613	47.15873016	35.93421053	26.79310345	38.65517241	45.16352201	32.63690476	27.30973451	32.00724638	16.1	35.68656716	39	28.31875	41.43673469	41.272	40.77659574	32.03030303	0
CDMD2055	21.02898551	42.73015873	24.23404255	34.92405063	26.91489362	67.38505747	96.975	119.3442623	67.37692308	83.47894737	44.00546448	30.17763158	67.66942149	80.01941748	35.89908257	39.05524862	59.27683616	40.064	26.94382022	28.25514403	39.10989011	71.30612245	28.86448598	36.44347826	39.92993631	24.63953488	47.61413043	37.86764706	90.44370861	65.50920245	40.42857143	59.27428571	67.07643312	90.30232558	55.83425414	54.20769231	64.75581395	73.02419355	30.20863309	29.0974026	31.55434783	55.30102041	52.95977011	26.83221477	23.16384181	43.00671141	41.67549669	50.71122995	77.31067961	108.9545455	93.15811966	102.2689076	55.96713615	41.05769231	31.41361257	66.00574713	81.44936709	18.56557377	71.76296296	55.31081081	16.45	18.24193548	66.80952381	34.5	34.3546798	34.67816092	52.81761006	52.9702381	19.71681416	43.67391304	16.15	93.52238806	52.44776119	31.29375	37.13469388	59.464	69.53191489	28.96969697	0
CDMD2058	18.48913043	18.96825397	11.28723404	30.93670886	24.36170213	63.01149425	119.8916667	0	0	0	0	0	0	0	0	44.6961326	55.71751412	38.64	38.47191011	36.6255144	28.18131868	62.53061224	19.82242991	35.22608696	33.17197452	21.44186047	48.61413043	33.72794118	61.74172185	49.70552147	49.8125	50.8	52.87898089	61.14534884	40.11049724	46.17692308	57.43023256	46.76612903	19.02158273	25.44805195	31.42391304	42.31122449	48.5862069	13.18791946	10.10169492	10.67785235	27.35099338	16.90374332	50.9223301	49.67272727	40.72222222	76.86554622	44.657277	53.16025641	28.13089005	44.94252874	83.98734177	21.16393443	59.7962963	63.99324324	26.5875	30.87096774	71.26984127	30.56578947	30.17241379	37.79310345	45.03144654	58.18452381	28.45132743	33.55797101	19.575	68.74626866	21.92537313	28.08125	43.71020408	76.64	65.32978723	45.48484848	0
CDMD2068	46.93478261	87.79365079	33.26595745	67.79746835	74.43617021	81.82183908	134.35	120.8142077	103.5	104.8578947	70.72131148	55.48684211	113.0082645	118.5728155	67.26605505	62.62983425	56.42937853	61.56	47.21348315	49.94238683	52.53846154	93.91156463	35.5	50.70434783	54.61146497	29.61627907	66.45108696	59.88235294	130.8013245	77.90797546	72.60714286	78.35428571	116.3566879	103.8837209	60.85635359	65.24615385	57.86046512	120.4274194	79.72661871	60.92857143	42.55978261	63.25	59.76436782	48.62416107	22.78531073	49.02684564	28.51655629	41.58823529	62.23300971	77.02727273	50.96581197	59.7394958	72.26760563	69.01923077	38.89528796	182.3850575	210.4810127	67.48360656	180.5074074	151.4662162	69.9125	93	68.95238095	56.75	40.91133005	56.22988506	87.36477987	72.43452381	46.7699115	38.7826087	28.125	66.41791045	58.80597015	38.56875	68.80816327	79.752	85.54255319	56.72727273	4.298816568
CDMD2069	23.70289855	26.66666667	18.65957447	38.60759494	41.40425532	53.37356322	93.15833333	74.44808743	61.01538462	70.55789474	48.38251366	23.92763158	61.10743802	0	0	0	0	36.536	24.56179775	36.55144033	27.23626374	44.33333333	23.05607477	35.08695652	24.15923567	20.11046512	52.0326087	37.72794118	67.02649007	40.17177914	23.33035714	37.61714286	52.70700637	72.69767442	35.70718232	44.58461538	57.87209302	44.86290323	24.87769784	37.32467532	22.16847826	47.24489796	54.0862069	15.22818792	14.29378531	23.95302013	19.66225166	14.5828877	33.40776699	34.7	25.58119658	41.86554622	44.97652582	49.40384615	23.63350785	40.55747126	55.99367089	15.47540984	49.02962963	53.85135135	11.675	30.16129032	49.93650794	37.36842105	26.38916256	37.63218391	48.72955975	27.89880952	33.80530973	18.76811594	22.45	67	32.04477612	26.49375	31.09387755	40.936	52.57446809	30.60606061	0
CDMD2071	6.858695652	4.984126984	6.244680851	36.34177215	0	22.00574713	67.74166667	9.792349727	69.77692308	9.068421053	4.928961749	0	0	30.36893204	6.71559633	20.49723757	42.70056497	7.792	6.550561798	30.84773663	11.78571429	42.21768707	21.90186916	16.95652174	8.057324841	3.063953488	19.42391304	4.492647059	13.18543046	43.58282209	4.339285714	11.80571429	20.21019108	9.139534884	14.27624309	9.553846154	60.06395349	4.580645161	0	8.012987013	38.44565217	5.571428571	35.34482759	0	17.07909605	0	0	0	0	27.70909091	29.10683761	39.34453782	29.23474178	16.45512821	19.40837696	38.08045977	63.86075949	6.040983607	67.00740741	37.33108108	13.8625	19.06451613	20.80952381	8.578947368	27.42364532	0	75.16981132	47.55952381	28.3539823	18.69565217	24.625	10.20895522	0	12.64375	52.56734694	49.984	50.80851064	42.75757576	0
CDMDD010_01	24.82971014	62.31746032	22.17021277	31.13924051	42.82978723	57.77586207	80.83333333	67.9726776	66.10769231	68.40526316	58	22.09868421	78.98347107	68.61165049	46.55963303	44.18232044	34.87570621	31.92	33.33707865	38.73251029	31.8021978	57.12244898	25.8317757	28.08695652	25.56687898	12.78488372	30.32608696	47.33823529	67.54966887	55.65644172	42.29464286	52.07428571	54.51592357	67.55232558	30.24861878	49.62307692	43.87790698	58.99193548	51.45323741	41.62987013	36.19021739	47.78571429	42.09770115	22.97986577	17.81920904	0	0	0	0	0	24.4957265	46.67226891	51.90610329	49.07692308	30.02094241	40.99425287	68.06329114	21.8852459	57.8	62.77702703	18.25	19.27419355	56.61904762	34.35526316	21.05418719	39.65517241	44.62264151	35.7797619	28.60176991	27.57246377	23.725	62.53731343	42.68656716	27.31875	39.04489796	42.96	42.11702128	35.6969697	0
CDMDD022_01	39.73913043	44.76190476	43.62765957	47.11392405	34.24468085	58.93103448	88.85	72.09836066	80.79230769	88.5	65.93442623	29.73026316	85.55371901	95.30097087	52.10091743	49.6961326	47.57627119	45.624	38.21348315	27.93415638	33.71428571	54.95918367	23.53738318	28.65217391	33.05095541	23.09302326	52.79347826	44.92647059	97.60927152	52.29447853	36.125	59.16571429	74.52229299	64.98255814	50.86187845	53.59230769	56.3255814	92.89516129	46.96402878	33.13636364	31.5	51.62244898	54.97126437	36.34228188	9.220338983	35.87248322	31.54304636	30.6684492	40.74757282	78.4	46.61538462	47.04201681	49.29107981	72.94871795	25.07853403	65.31609195	88.32911392	32.09836066	82.26666667	52.60135135	28.2625	34.64516129	59.0952381	46.13157895	29.99014778	46.31034483	58.6163522	59.85714286	35.84070796	34.94202899	39.05	44.37313433	58.46268657	34.4625	48.83265306	54.08	64.39361702	62.12121212	3.427514793
CDMDD022_03	49.76449275	50.73015873	45.0212766	48.36708861	50.90425532	48.37356322	85.3	78.40983607	85.86923077	76.07368421	56.56284153	24.90789474	90.08264463	105.8932039	45.12844037	49.55248619	54.4519774	46.992	17.21348315	30.218107	36.88461538	60.48979592	31.21495327	40.90434783	35.38216561	27.55232558	45.80434783	41.17647059	85.54966887	52.48466258	38.90178571	59.41714286	74.02547771	78.44767442	39.61325967	30.77692308	50.58139535	68.66129032	56.84172662	40.55194805	27.89673913	44.91836735	42.73563218	30.20805369	24.57062147	52.51006711	30.23178808	38.79144385	42.66019417	56.39090909	37.34188034	51.46218487	55.74178404	54.37179487	31.57591623	66.07471264	62.94936709	38.73770492	69.67777778	41.64864865	24.7125	36.22580645	57.79365079	33.82894737	27.79802956	45.86206897	82.69811321	49.92857143	27.30973451	26.25362319	21.275	72.68656716	51.79104478	44.0875	48.61632653	69.216	53.39361702	70.6969697	0
CDMDD022_04	76.43115942	91.20634921	60.65957447	63.16455696	97.35106383	108.454023	165.675	110.6229508	127.7076923	120.0421053	93.47540984	51.86842105	132.7024793	158.0097087	109.5045872	79.19889503	67.7740113	111.44	46.70786517	53.80246914	68.03846154	95.42857143	46.4953271	51.63478261	68.01273885	35.36627907	68.19565217	73	156.6887417	88.44785276	73.78571429	102.7257143	108.7324841	120.6337209	62.87292818	94.91538462	80.66860465	122.5887097	79.92086331	63.1038961	41.125	78.66326531	76.81609195	63.26845638	22.89830508	75.16778523	54.75496689	51.32085561	74.93203883	106.5363636	68.91880342	83.60504202	91.10798122	105.8846154	59.85863874	103.8678161	111.1772152	50.00819672	104.8592593	83.87162162	35.3375	46.27419355	87.66666667	67.75	59.55172414	66.40229885	130.9559748	83.01785714	54.09734513	51.47826087	52.975	66.68656716	92.07462687	71	77.12244898	110.624	89.15957447	87.72727273	4.56841716
CDMDD040_01	75.35507246	43.58730159	44.14893617	78.53164557	68.30851064	82.1954023	150.7083333	121.3989071	145.0923077	130.2368421	89.03825137	57.46052632	112.7355372	171.368932	96.66972477	83.79558011	82.59322034	95.272	62.93258427	44.51028807	57.53296703	102.5102041	48.98598131	68.32173913	61.94267516	31.81395349	79.59782609	61.06617647	172.2251656	92.55214724	63.89285714	78.6	116.1974522	105.1802326	67.47513812	88.41538462	91.18604651	128.0322581	57	77	49.23369565	84.40306122	71.64367816	67.18791946	29.81355932	91.62416107	47.8013245	43.55080214	75.75728155	91.5	58.96153846	85.84033613	97.56338028	87.37820513	69.41884817	130.2528736	129.0189873	56.76229508	79.08518519	82.91216216	46.65	57.27419355	103.047619	83.88157895	45.65024631	75.63218391	118.0503145	96.45833333	60.6460177	49.62318841	53.375	95.65671642	58.20895522	60.5125	67.41632653	112.272	91.91489362	130.2121212	3.381656805
CDMDD100_01	126.8333333	142.031746	0	0	0	0	0	100.0710383	121.2230769	112.3894737	73.53551913	49.30263158	126.1652893	158.4174757	140.7522936	102.4364641	69.92090395	81.2	59.41573034	50.34156379	86.35164835	113.8095238	82.58878505	59.43478261	67.99363057	46.30813953	104.5434783	63.24264706	129.2450331	95.49693252	70.88392857	106.2914286	110.7388535	129.5930233	68.43093923	92.62307692	81.63372093	121.4193548	78.0647482	102.6363636	49.13586957	81.40816327	107.1321839	60.5033557	23.80225989	93.24161074	54.2384106	67.39572193	86.21359223	75.66363636	59.76495726	110.3529412	116.0140845	96.78205128	43.2408377	136.7356322	154.5	38.68032787	161.0222222	111.2297297	30.825	69.09677419	101.9365079	40.06578947	51.56157635	80.29885057	137.9308176	102.1369048	73.38938053	45.07246377	105	69.7761194	76	64.04375	94.97959184	93.4	59.36170213	124.969697	5.455991124
CDMDJLF	29.67028986	33.03174603	22.53191489	30.4556962	39.92553191	55.55747126	65.36666667	82.57377049	51.26923077	64.67368421	50.50273224	23.07236842	46.32231405	88.0776699	35.16513761	39.38674033	41.01694915	43.464	25.03370787	29.69958848	30.76923077	66.46258503	17.29439252	31.14782609	22.50318471	8.784883721	44.72282609	27.91911765	92.66225166	48.2392638	41.74107143	42.25714286	73.42038217	52.54651163	34.27071823	38.31538462	55.40697674	41.47580645	45.55395683	21.12337662	14.5923913	38.44387755	44.04597701	26.41610738	14.50847458	17	17.25165563	17.92513369	43.30097087	33.79090909	24.7008547	36.42857143	42.35680751	46.17307692	16.14136126	51.09195402	53.59493671	20.94262295	57.92962963	34.50675676	13.6625	13.85483871	45.88888889	28.47368421	25.93103448	39.2183908	54.09433962	39.42261905	33.05309735	26.6884058	23.85	34.55223881	46.43283582	30.34375	37.33877551	47.856	48.62765957	48	0
CDMDJLM	43.57246377	61.55555556	28.17021277	69.02531646	83.96808511	78.23563218	144.0083333	136.2240437	93.86923077	120.1947368	85.67759563	59.17105263	99.29752066	119.1165049	50.35779817	64.72375691	85.05649718	64.68	62.73033708	33.32510288	49.76373626	80.04761905	51.27570093	57.65217391	53.94904459	43.02325581	69.51630435	50.51470588	125.8410596	85.85276074	68.84821429	95.24571429	103.6305732	130.6104651	64.83425414	47.32307692	77.41860465	96.33870968	57.94244604	49.88961039	31.30434783	82.19897959	73.83908046	35.43624161	22.98305085	52.44295302	40.58940397	25.64171123	62.78640777	72.82727273	67.53418803	66.67226891	98.50234742	99.28846154	30.82198953	102.0747126	90.46202532	29.5	99.62592593	82.54054054	34.8	39.20967742	73.06349206	71.90789474	45.16748768	65.68965517	84.90566038	58.69047619	52.07964602	57.84782609	26.75	71.41791045	82.55223881	71.43125	60.11428571	64.44	80.59574468	67.63636364	4.360576923
